"Time or Position Data [mm, s]",Measured Data [any unit]
0.960999999999999,0.0326694114
0.962000000000003,0.0185969499
0.963000000000001,0.0200638004
0.963999999999999,0.0388266166
0.965000000000003,0.0350112368
0.966000000000001,0.0381715426
0.966999999999999,0.0352871823
0.968000000000004,0.045342473
0.969000000000001,0.0449010871
0.969999999999999,0.0542428549
0.970999999999997,0.0541494792
0.972000000000001,0.0457386632
0.972999999999999,0.0441787908
0.973999999999997,0.0335513011
0.975000000000001,0.0339853954
0.975999999999999,0.037992564
0.976999999999997,0.0393649032
0.978000000000002,0.0450438257
0.978999999999999,0.0542227298
0.979999999999997,0.0504274923
0.981000000000002,0.0423787796
0.981999999999999,0.0341799948
0.982999999999997,0.0350115981
0.984000000000002,0.0394915661
0.984999999999999,0.0421389182
0.985999999999997,0.0408091835
0.987000000000002,0.0362770134
0.988,0.0425546104
0.988999999999997,0.0480677727
0.990000000000002,0.0543939009
0.991,0.0456644395
0.991999999999997,0.0501862511
0.993000000000002,0.0364224087
0.994,0.0186999802
0.994999999999997,0.018558487
0.996000000000002,0.0376077737
0.997,0.0480406751
0.997999999999998,0.0574709339
0.999000000000002,0.0671925071
1,0.0692021421
1.001,0.0692021421
1.002,0.0692021421
1.00299999999999,0.0692021421
1.00399999999999,0.0692021421
1.00499999999999,0.0692021421
1.00599999999999,0.0692021421
1.00699999999998,0.0692021421
1.00799999999998,0.0692021421
1.00899999999998,0.0692021421
1.00999999999998,0.0692021421
1.01099999999997,0.0692021421
1.01199999999997,0.0692021421
1.01299999999997,0.0692021421
1.01399999999997,0.0692021421
1.01499999999997,0.0692021421
1.01599999999996,0.0692021421
1.01699999999996,0.0692021421
1.01799999999996,0.0692021421
1.01899999999996,0.0692021421
1.01999999999995,0.0692021421
1.02099999999995,0.0692021421
1.02199999999995,0.0692021421
1.02299999999995,0.0692021421
1.02399999999995,0.0692021421
